detector,source_pc,logical_source_pc,base,index,target,bound,region,runtime_observed,inside_existing_function,instruction_boundary,classification,would_make_function,would_create_interior_label,would_defer
LONG_PTR_TABLE,022530,022530,02254C,6,022608,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022530,022530,02254C,7,022616,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022530,022530,02254C,8,02261E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022630,022630,022640,0,022664,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,022630,022630,022640,1,022664,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,022630,022630,022640,2,0226A0,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,022630,022630,022640,3,022664,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,022630,022630,022640,4,022710,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,022630,022630,022640,5,022760,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,022A30,022A30,022A38,0,022A58,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022A30,022A30,022A38,1,022AA6,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022A30,022A30,022A38,2,022B54,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022A30,022A30,022A38,3,022B86,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022A30,022A30,022A38,4,022CC2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022A30,022A30,022A38,5,022D32,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022A30,022A30,022A38,6,022DB8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,022A30,022A30,022A38,7,022E2C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
